"Question","Fullquestion","Var1","Freq","Numeric"
"CNP7_5","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Familiarity","9",4,1
"CNP7_5","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Familiarity","8",23,2
"CNP7_5","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Familiarity","7",35,3
"CNP7_5","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Familiarity","6",32,4
"CNP7_5","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Familiarity","5",28,5
"CNP7_5","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Familiarity","4",14,6
"CNP7_5","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Familiarity","3",17,7
"CNP7_5","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Familiarity","2",12,8
"CNP7_5","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Familiarity","10",2,9
"CNP7_5","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Familiarity","1",5,10
"CNP7_5","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Familiarity","",1,11
"CNP7_6","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Time","9",10,1
"CNP7_6","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Time","8",20,2
"CNP7_6","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Time","7",36,3
"CNP7_6","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Time","6",24,4
"CNP7_6","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Time","5",22,5
"CNP7_6","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Time","4",11,6
"CNP7_6","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Time","3",16,7
"CNP7_6","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Time","2",18,8
"CNP7_6","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Time","10",3,9
"CNP7_6","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Time","1",12,10
"CNP7_6","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Time","",1,11
"CNP7_7","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","9",38,1
"CNP7_7","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","8",50,2
"CNP7_7","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","7",20,3
"CNP7_7","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","6",8,4
"CNP7_7","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","5",7,5
"CNP7_7","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","4",8,6
"CNP7_7","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","3",7,7
"CNP7_7","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","2",7,8
"CNP7_7","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","10",23,9
"CNP7_7","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","1",4,10
"CNP7_7","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","",1,11
"CNP7_8","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","9",55,1
"CNP7_8","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","8",34,2
"CNP7_8","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","7",19,3
"CNP7_8","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","6",12,4
"CNP7_8","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","5",15,5
"CNP7_8","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","4",12,6
"CNP7_8","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","3",3,7
"CNP7_8","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","2",5,8
"CNP7_8","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","10",17,9
"CNP7_8","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","",1,10
"CNP7_9","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","9",21,1
"CNP7_9","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","8",7,2
"CNP7_9","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","7",6,3
"CNP7_9","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","6",17,4
"CNP7_9","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","5",15,5
"CNP7_9","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","4",24,6
"CNP7_9","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","3",26,7
"CNP7_9","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","2",23,8
"CNP7_9","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","10",12,9
"CNP7_9","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","1",21,10
"CNP7_9","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","",1,11
"CNP7_10","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Brand","9",24,1
"CNP7_10","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Brand","8",14,2
"CNP7_10","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Brand","7",7,3
"CNP7_10","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Brand","6",7,4
"CNP7_10","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Brand","5",10,5
"CNP7_10","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Brand","4",4,6
"CNP7_10","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Brand","3",2,7
"CNP7_10","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Brand","2",3,8
"CNP7_10","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Brand","10",100,9
"CNP7_10","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Brand","1",1,10
"CNP7_10","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Brand","",1,11
"CNP8","How many times a day do you eat fruit? 
Examples of fruits are apples, bananas, oranges, grapes, raisins, melon, and berries. Include fresh, frozen, dried, or canned fruit. Do not include juice.","Less than 1 time a day (a couple times a week)",25,1
"CNP8","How many times a day do you eat fruit? 
Examples of fruits are apples, bananas, oranges, grapes, raisins, melon, and berries. Include fresh, frozen, dried, or canned fruit. Do not include juice.","I rarely eat fruit",2,2
"CNP8","How many times a day do you eat fruit? 
Examples of fruits are apples, bananas, oranges, grapes, raisins, melon, and berries. Include fresh, frozen, dried, or canned fruit. Do not include juice.","4 or more times a day",2,3
"CNP8","How many times a day do you eat fruit? 
Examples of fruits are apples, bananas, oranges, grapes, raisins, melon, and berries. Include fresh, frozen, dried, or canned fruit. Do not include juice.","3 times a day",24,4
"CNP8","How many times a day do you eat fruit? 
Examples of fruits are apples, bananas, oranges, grapes, raisins, melon, and berries. Include fresh, frozen, dried, or canned fruit. Do not include juice.","2 times a day",74,5
"CNP8","How many times a day do you eat fruit? 
Examples of fruits are apples, bananas, oranges, grapes, raisins, melon, and berries. Include fresh, frozen, dried, or canned fruit. Do not include juice.","1 time a day",46,6
"CNP9","How many times a day do you eat vegetables?

Examples of vegetables are green salad, corn, green beans, carrots, potatoes, greens, and squash. Include fresh, canned, and frozen vegetables. Do not count French fries, potato chips, or rice.","Less than 1 time a day (a couple times a week)",9,1
"CNP9","How many times a day do you eat vegetables?

Examples of vegetables are green salad, corn, green beans, carrots, potatoes, greens, and squash. Include fresh, canned, and frozen vegetables. Do not count French fries, potato chips, or rice.","I rarely eat fruit",1,2
"CNP9","How many times a day do you eat vegetables?

Examples of vegetables are green salad, corn, green beans, carrots, potatoes, greens, and squash. Include fresh, canned, and frozen vegetables. Do not count French fries, potato chips, or rice.","4 or more times a day",4,3
"CNP9","How many times a day do you eat vegetables?

Examples of vegetables are green salad, corn, green beans, carrots, potatoes, greens, and squash. Include fresh, canned, and frozen vegetables. Do not count French fries, potato chips, or rice.","3 times a day",29,4
"CNP9","How many times a day do you eat vegetables?

Examples of vegetables are green salad, corn, green beans, carrots, potatoes, greens, and squash. Include fresh, canned, and frozen vegetables. Do not count French fries, potato chips, or rice.","2 times a day",78,5
"CNP9","How many times a day do you eat vegetables?

Examples of vegetables are green salad, corn, green beans, carrots, potatoes, greens, and squash. Include fresh, canned, and frozen vegetables. Do not count French fries, potato chips, or rice.","1 time a day",52,6
"CNP10","Over the last week, how many times did you eat beans and peas? 
 Examples of beans and peas include pinto beans, black beans, navy beans, chili beans, refried beans, pork and beans, bean soup, barbeque beans, chickpeas, split peas, and black eyed peas. Include beans from a can or cooked from dry.","I did not eat beans and peas",16,1
"CNP10","Over the last week, how many times did you eat beans and peas? 
 Examples of beans and peas include pinto beans, black beans, navy beans, chili beans, refried beans, pork and beans, bean soup, barbeque beans, chickpeas, split peas, and black eyed peas. Include beans from a can or cooked from dry.","6-7  times a day",3,2
"CNP10","Over the last week, how many times did you eat beans and peas? 
 Examples of beans and peas include pinto beans, black beans, navy beans, chili beans, refried beans, pork and beans, bean soup, barbeque beans, chickpeas, split peas, and black eyed peas. Include beans from a can or cooked from dry.","4  times a day",4,3
"CNP10","Over the last week, how many times did you eat beans and peas? 
 Examples of beans and peas include pinto beans, black beans, navy beans, chili beans, refried beans, pork and beans, bean soup, barbeque beans, chickpeas, split peas, and black eyed peas. Include beans from a can or cooked from dry.","3 times a day",30,4
"CNP10","Over the last week, how many times did you eat beans and peas? 
 Examples of beans and peas include pinto beans, black beans, navy beans, chili beans, refried beans, pork and beans, bean soup, barbeque beans, chickpeas, split peas, and black eyed peas. Include beans from a can or cooked from dry.","2 times a day",50,5
"CNP10","Over the last week, how many times did you eat beans and peas? 
 Examples of beans and peas include pinto beans, black beans, navy beans, chili beans, refried beans, pork and beans, bean soup, barbeque beans, chickpeas, split peas, and black eyed peas. Include beans from a can or cooked from dry.","1 time a week",70,6
"CNP11","How many days a week do you cook your main meal at home?","6-7  times a dweek",67,1
"CNP11","How many days a week do you cook your main meal at home?","5  times a week",42,2
"CNP11","How many days a week do you cook your main meal at home?","4  times a week",35,3
"CNP11","How many days a week do you cook your main meal at home?","3 times a week",20,4
"CNP11","How many days a week do you cook your main meal at home?","2 times a week",6,5
"CNP11","How many days a week do you cook your main meal at home?","1 time a week",3,6
"CNP12","Based on the options below, how would you rate your family’s feelings about fruit?","We eat it because it is healthy but don’t necessarily enjoy it",3,1
"CNP12","Based on the options below, how would you rate your family’s feelings about fruit?","None of us like fruit",1,2
"CNP12","Based on the options below, how would you rate your family’s feelings about fruit?","Mixed feelings- some of us like fruit, some of us don’t",17,3
"CNP12","Based on the options below, how would you rate your family’s feelings about fruit?","Depends on the fruit",20,4
"CNP12","Based on the options below, how would you rate your family’s feelings about fruit?","Depends on the day",23,5
"CNP12","Based on the options below, how would you rate your family’s feelings about fruit?","All of us like fruit",109,6
"CNP13","Based on the options below, how would you rate your family’s feelings about vegetables?","We eat it because it is healthy but don’t necessarily enjoy it",3,1
"CNP13","Based on the options below, how would you rate your family’s feelings about vegetables?","Mixed feelings- some of us like vegetables, some of us don’t",29,2
"CNP13","Based on the options below, how would you rate your family’s feelings about vegetables?","Depends on the vegetables",52,3
"CNP13","Based on the options below, how would you rate your family’s feelings about vegetables?","Depends on the day",27,4
"CNP13","Based on the options below, how would you rate your family’s feelings about vegetables?","All of us like vegetables",62,5
"CNP14","How enjoyable are meals with your family?","Usually unenjoyable",5,1
"CNP14","How enjoyable are meals with your family?","Neutral",22,2
"CNP14","How enjoyable are meals with your family?","Most enjoyable part of the day",24,3
"CNP14","How enjoyable are meals with your family?","Least enjoyable part of the day",2,4
"CNP14","How enjoyable are meals with your family?","Enjoyable",120,5
"CNP15","How would you describe the level of difficulty or pressure experienced during mealtimes with your family? (including preparing the meal and eating it)","Sometimes high pressure or difficult",84,1
"CNP15","How would you describe the level of difficulty or pressure experienced during mealtimes with your family? (including preparing the meal and eating it)","Rarely high pressure or difficult",56,2
"CNP15","How would you describe the level of difficulty or pressure experienced during mealtimes with your family? (including preparing the meal and eating it)","Often high pressure or difficult",15,3
"CNP15","How would you describe the level of difficulty or pressure experienced during mealtimes with your family? (including preparing the meal and eating it)","Never high pressure or difficult",12,4
"CNP15","How would you describe the level of difficulty or pressure experienced during mealtimes with your family? (including preparing the meal and eating it)","Always high pressure or difficult",6,5
"CNP16_1","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Text message","6",13,1
"CNP16_1","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Text message","5",31,2
"CNP16_1","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Text message","4",37,3
"CNP16_1","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Text message","3",35,4
"CNP16_1","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Text message","2",31,5
"CNP16_1","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Text message","1",21,6
"CNP16_1","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Text message","",5,7
"CNP16_2","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Email or email newsletter","6",3,1
"CNP16_2","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Email or email newsletter","5",7,2
"CNP16_2","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Email or email newsletter","4",21,3
"CNP16_2","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Email or email newsletter","3",36,4
"CNP16_2","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Email or email newsletter","2",46,5
"CNP16_2","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Email or email newsletter","1",55,6
"CNP16_2","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Email or email newsletter","",5,7
"CNP16_3","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Print materials (recipe cards, flyer)","6",1,1
"CNP16_3","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Print materials (recipe cards, flyer)","5",20,2
"CNP16_3","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Print materials (recipe cards, flyer)","4",38,3
"CNP16_3","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Print materials (recipe cards, flyer)","3",31,4
"CNP16_3","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Print materials (recipe cards, flyer)","2",41,5
"CNP16_3","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Print materials (recipe cards, flyer)","1",37,6
"CNP16_3","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Print materials (recipe cards, flyer)","",5,7
"CNP16_4","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Facebook","6",9,1
"CNP16_4","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Facebook","5",33,2
"CNP16_4","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Facebook","4",38,3
"CNP16_4","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Facebook","3",34,4
"CNP16_4","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Facebook","2",31,5
"CNP16_4","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Facebook","1",23,6
"CNP16_4","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Facebook","",5,7
"CNP16_5","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Instagram","6",25,1
"CNP16_5","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Instagram","5",60,2
"CNP16_5","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Instagram","4",24,3
"CNP16_5","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Instagram","3",23,4
"CNP16_5","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Instagram","2",15,5
"CNP16_5","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Instagram","1",21,6
"CNP16_5","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - Instagram","",5,7
"CNP16_6","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - I would not like to receive this information in any way would not like to receive this information in any way","6",117,1
"CNP16_6","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - I would not like to receive this information in any way would not like to receive this information in any way","5",17,2
"CNP16_6","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - I would not like to receive this information in any way would not like to receive this information in any way","4",10,3
"CNP16_6","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - I would not like to receive this information in any way would not like to receive this information in any way","3",9,4
"CNP16_6","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - I would not like to receive this information in any way would not like to receive this information in any way","2",4,5
"CNP16_6","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - I would not like to receive this information in any way would not like to receive this information in any way","1",11,6
"CNP16_6","What is your preferred way to receive recipes, nutrition information, etc.? Please rank the options below with 1 as the most preferred: - I would not like to receive this information in any way would not like to receive this information in any way","",5,7
"CNP17","Would you sign up to receive 1-2 texts per week with recipes, tips for healthy eating, etc.?","Yes",76,1
"CNP17","Would you sign up to receive 1-2 texts per week with recipes, tips for healthy eating, etc.?","No",97,2
"CNP18","I feel limited by my lack of cooking knowledge","Strongly disagree",32,1
"CNP18","I feel limited by my lack of cooking knowledge","Strongly agree",5,2
"CNP18","I feel limited by my lack of cooking knowledge","Somewhat disagree",25,3
"CNP18","I feel limited by my lack of cooking knowledge","Somewhat agree",35,4
"CNP18","I feel limited by my lack of cooking knowledge","Neither agree nor disagree",13,5
"CNP18","I feel limited by my lack of cooking knowledge","Disagree",38,6
"CNP18","I feel limited by my lack of cooking knowledge","Agree",25,7
"CNP19","I can always manage to decide what I would like to eat at any given time.","Strongly disagree",5,1
"CNP19","I can always manage to decide what I would like to eat at any given time.","Strongly agree",24,2
"CNP19","I can always manage to decide what I would like to eat at any given time.","Somewhat disagree",23,3
"CNP19","I can always manage to decide what I would like to eat at any given time.","Somewhat agree",42,4
"CNP19","I can always manage to decide what I would like to eat at any given time.","Neither agree nor disagree",20,5
"CNP19","I can always manage to decide what I would like to eat at any given time.","Disagree",10,6
"CNP19","I can always manage to decide what I would like to eat at any given time.","Agree",49,7
"CNP20","When preparing food, I am confident that I can deal with unexpected results.","Strongly disagree",4,1
"CNP20","When preparing food, I am confident that I can deal with unexpected results.","Strongly agree",24,2
"CNP20","When preparing food, I am confident that I can deal with unexpected results.","Somewhat disagree",9,3
"CNP20","When preparing food, I am confident that I can deal with unexpected results.","Somewhat agree",42,4
"CNP20","When preparing food, I am confident that I can deal with unexpected results.","Neither agree nor disagree",18,5
"CNP20","When preparing food, I am confident that I can deal with unexpected results.","Disagree",5,6
"CNP20","When preparing food, I am confident that I can deal with unexpected results.","Agree",71,7
"CNP21","When preparing food it is easy for me to accomplish my desired results.","Strongly disagree",1,1
"CNP21","When preparing food it is easy for me to accomplish my desired results.","Strongly agree",24,2
"CNP21","When preparing food it is easy for me to accomplish my desired results.","Somewhat disagree",4,3
"CNP21","When preparing food it is easy for me to accomplish my desired results.","Somewhat agree",50,4
"CNP21","When preparing food it is easy for me to accomplish my desired results.","Neither agree nor disagree",15,5
"CNP21","When preparing food it is easy for me to accomplish my desired results.","Agree",79,6
"CNP22","In preparing food, I can solve most problems with enough effort.","Strongly disagree",1,1
"CNP22","In preparing food, I can solve most problems with enough effort.","Strongly agree",33,2
"CNP22","In preparing food, I can solve most problems with enough effort.","Somewhat disagree",4,3
"CNP22","In preparing food, I can solve most problems with enough effort.","Somewhat agree",39,4
"CNP22","In preparing food, I can solve most problems with enough effort.","Neither agree nor disagree",18,5
"CNP22","In preparing food, I can solve most problems with enough effort.","Disagree",2,6
"CNP22","In preparing food, I can solve most problems with enough effort.","Agree",76,7
"CNP23","I am comfortable preparing food.","Strongly disagree",2,1
"CNP23","I am comfortable preparing food.","Strongly agree",60,2
"CNP23","I am comfortable preparing food.","Somewhat disagree",4,3
"CNP23","I am comfortable preparing food.","Somewhat agree",26,4
"CNP23","I am comfortable preparing food.","Neither agree nor disagree",6,5
"CNP23","I am comfortable preparing food.","Agree",75,6
"CNP24","I know how to use the kitchen equipment I have.","Strongly disagree",2,1
"CNP24","I know how to use the kitchen equipment I have.","Strongly agree",64,2
"CNP24","I know how to use the kitchen equipment I have.","Somewhat agree",28,3
"CNP24","I know how to use the kitchen equipment I have.","Neither agree nor disagree",6,4
"CNP24","I know how to use the kitchen equipment I have.","Agree",73,5
"CNP25","I am involved in daily meal preparation.","Strongly disagree",1,1
"CNP25","I am involved in daily meal preparation.","Strongly agree",70,2
"CNP25","I am involved in daily meal preparation.","Somewhat disagree",3,3
"CNP25","I am involved in daily meal preparation.","Somewhat agree",22,4
"CNP25","I am involved in daily meal preparation.","Neither agree nor disagree",5,5
"CNP25","I am involved in daily meal preparation.","Agree",72,6
"CNP26","When I shop for food, I know how I will use the ingredients I am purchasing.","Strongly disagree",1,1
"CNP26","When I shop for food, I know how I will use the ingredients I am purchasing.","Strongly agree",62,2
"CNP26","When I shop for food, I know how I will use the ingredients I am purchasing.","Somewhat disagree",2,3
"CNP26","When I shop for food, I know how I will use the ingredients I am purchasing.","Somewhat agree",41,4
"CNP26","When I shop for food, I know how I will use the ingredients I am purchasing.","Neither agree nor disagree",4,5
"CNP26","When I shop for food, I know how I will use the ingredients I am purchasing.","Agree",63,6
"CNP27","I am confident creating meals from the ingredients I have on hand.","Strongly disagree",3,1
"CNP27","I am confident creating meals from the ingredients I have on hand.","Strongly agree",52,2
"CNP27","I am confident creating meals from the ingredients I have on hand.","Somewhat disagree",5,3
"CNP27","I am confident creating meals from the ingredients I have on hand.","Somewhat agree",23,4
"CNP27","I am confident creating meals from the ingredients I have on hand.","Neither agree nor disagree",10,5
"CNP27","I am confident creating meals from the ingredients I have on hand.","Disagree",3,6
"CNP27","I am confident creating meals from the ingredients I have on hand.","Agree",77,7
"CNP28","Before I start cooking, I usually have a mental plan of all the steps I will need to complete.","Strongly disagree",2,1
"CNP28","Before I start cooking, I usually have a mental plan of all the steps I will need to complete.","Strongly agree",41,2
"CNP28","Before I start cooking, I usually have a mental plan of all the steps I will need to complete.","Somewhat disagree",5,3
"CNP28","Before I start cooking, I usually have a mental plan of all the steps I will need to complete.","Somewhat agree",39,4
"CNP28","Before I start cooking, I usually have a mental plan of all the steps I will need to complete.","Neither agree nor disagree",13,5
"CNP28","Before I start cooking, I usually have a mental plan of all the steps I will need to complete.","Disagree",4,6
"CNP28","Before I start cooking, I usually have a mental plan of all the steps I will need to complete.","Agree",69,7
"CNP29","When presented with two similar products to purchase, I feel confident choosing between them.","Strongly disagree",1,1
"CNP29","When presented with two similar products to purchase, I feel confident choosing between them.","Strongly agree",30,2
"CNP29","When presented with two similar products to purchase, I feel confident choosing between them.","Somewhat disagree",3,3
"CNP29","When presented with two similar products to purchase, I feel confident choosing between them.","Somewhat agree",37,4
"CNP29","When presented with two similar products to purchase, I feel confident choosing between them.","Neither agree nor disagree",9,5
"CNP29","When presented with two similar products to purchase, I feel confident choosing between them.","Disagree",3,6
"CNP29","When presented with two similar products to purchase, I feel confident choosing between them.","Agree",90,7
"CNP30","I know where to find the ingredients I need to prepare a meal.","Strongly agree",55,1
